user_id,Action,Adventure,Children's,Comedy,Crime,Drama,Horror,Mystery,Romance,Sci-Fi,Thriller,War
144,48,18,7,52,21,116,5,14,41,23,44,22
145,81,44,13,93,29,102,33,19,60,49,99,19
151,45,28,15,110,12,137,11,20,76,30,46,25
160,24,13,5,33,17,51,8,8,16,11,26,7
177,33,10,3,24,21,52,6,12,18,22,34,11
178,87,44,15,78,21,99,10,15,68,33,69,28
181,58,31,27,132,29,188,15,17,61,21,76,14
184,37,21,11,75,15,141,9,9,67,19,26,21
188,38,18,3,24,11,44,6,5,22,12,34,18
189,29,19,16,47,10,96,3,15,51,15,31,21
193,37,16,6,42,13,38,8,8,29,9,29,6
194,68,47,31,101,20,126,9,10,55,30,40,35
195,36,14,6,18,5,40,3,3,17,17,26,5
198,56,32,8,49,13,72,13,7,33,31,40,20
200,79,57,42,52,10,61,10,4,36,43,50,17
201,87,39,12,70,41,196,41,17,59,40,92,31
207,57,18,5,84,23,100,3,8,51,17,51,19
210,35,17,14,59,9,44,7,5,31,19,19,15
213,36,23,5,30,14,56,6,4,23,20,34,23
214,23,10,3,33,19,69,4,11,30,15,25,11
216,30,17,6,54,14,57,7,4,22,12,24,10
221,54,26,6,47,21,47,4,3,21,23,40,9
222,115,62,43,131,29,128,27,13,61,52,78,27
223,22,12,14,45,6,31,4,6,23,7,28,5
230,33,25,24,32,7,50,5,5,27,16,22,17
234,65,50,49,143,33,213,18,26,94,31,79,38
236,28,16,10,28,8,62,5,7,30,14,28,15
239,19,13,6,43,10,76,9,13,28,17,22,21
244,47,20,8,101,8,100,8,4,50,22,31,22
246,69,39,20,69,18,44,24,5,32,37,48,13
249,55,24,4,44,24,61,3,9,27,27,49,16
250,25,12,15,34,13,42,7,8,20,20,38,7
253,30,14,8,27,9,36,6,3,21,10,27,8
254,44,50,52,42,5,48,14,3,17,29,15,15
256,73,36,9,57,18,68,10,6,55,25,71,11
263,35,19,15,25,4,55,3,8,21,17,29,23
267,74,35,5,57,20,50,6,8,26,39,50,21
268,113,55,21,118,29,76,27,16,43,51,86,20
269,51,27,14,110,31,148,18,19,59,36,53,28
271,45,29,14,87,20,134,6,15,59,21,47,33
276,158,76,37,158,52,168,47,23,64,78,135,28
279,116,60,32,211,28,99,19,12,65,50,59,24
280,73,39,32,83,18,87,12,7,54,31,56,20
286,53,39,27,131,21,98,15,7,61,34,41,11
290,53,43,28,46,3,43,4,5,24,33,27,22
291,78,33,22,93,27,89,28,11,36,33,90,14
292,38,19,5,23,12,48,5,12,22,20,37,14
293,94,40,20,111,36,165,17,18,73,46,96,29
294,58,26,4,41,21,40,10,15,24,22,55,13
295,48,35,27,67,9,73,6,6,49,24,20,17
297,50,22,14,62,19,67,12,9,38,23,50,21
298,26,20,23,39,5,51,4,5,28,12,20,21
299,39,21,16,107,19,126,9,10,73,30,41,20
301,97,51,23,98,23,82,13,5,43,46,62,29
303,128,59,33,184,38,152,29,20,85,61,106,26
305,44,26,6,67,18,114,4,11,48,25,39,24
308,76,43,25,126,37,163,27,19,66,40,82,30
311,71,46,30,77,20,126,12,11,65,31,52,29
312,32,24,12,58,8,96,8,17,47,21,37,32
313,68,42,39,73,19,85,16,16,43,33,59,31
314,34,21,35,111,14,91,6,5,60,9,42,5
318,23,15,17,84,17,79,3,7,37,9,11,15
320,75,32,10,43,14,26,14,4,30,30,51,9
324,14,5,4,15,8,31,3,5,18,7,19,5
325,29,21,11,42,9,62,7,8,20,20,19,22
326,56,32,11,50,9,61,24,11,31,28,32,22
327,65,26,10,100,25,113,15,16,57,32,58,23
328,98,40,10,46,31,135,13,15,44,36,86,39
330,30,24,26,53,7,53,6,4,35,14,22,16
332,77,37,5,45,17,49,10,17,22,32,77,13
334,59,34,15,95,27,174,14,22,75,36,60,27
339,60,27,11,74,30,110,15,12,39,36,50,29
342,12,5,5,83,18,102,4,7,47,10,28,5
343,49,27,7,62,20,119,8,11,42,29,48,25
344,40,23,10,61,12,83,5,8,50,18,39,14
345,39,19,8,70,15,125,5,10,68,11,47,16
346,81,32,11,46,23,65,10,8,28,26,61,21
347,75,34,15,54,19,73,7,8,31,26,55,19
363,99,44,14,92,31,108,33,17,40,56,85,20
373,57,35,30,83,11,90,4,5,53,23,29,20
374,85,46,14,71,33,97,14,12,40,39,86,14
378,89,53,37,117,22,170,18,11,79,38,66,27
379,52,32,15,72,11,72,16,8,33,30,32,20
380,34,20,11,41,6,78,11,9,28,26,28,26
381,17,15,20,27,8,63,4,11,33,10,24,11
385,44,27,12,88,26,123,17,14,48,27,41,24
387,73,41,21,83,32,116,29,9,38,43,57,32
388,14,5,3,8,6,20,11,6,5,5,22,3
389,32,19,24,120,18,102,11,14,62,19,37,21
391,26,13,3,23,14,66,4,9,21,11,26,17
393,124,73,56,191,24,135,13,15,76,52,84,22
397,26,10,10,24,16,47,5,12,15,15,28,11
398,33,27,14,73,13,63,5,12,39,19,23,18
399,97,60,41,86,27,103,20,10,43,42,68,23
405,122,73,77,222,41,309,60,21,110,54,99,39
406,53,36,17,103,25,151,28,13,60,36,47,36
407,62,37,18,91,15,69,24,11,39,34,38,20
409,32,19,4,54,9,101,5,16,38,17,36,25
416,109,61,48,158,40,212,23,20,111,32,101,32
417,107,55,28,127,29,106,36,14,64,61,79,26
422,25,11,3,18,14,35,30,9,9,19,27,7
425,111,42,4,30,25,54,28,11,25,46,73,20
426,8,10,5,26,9,37,5,11,16,6,22,15
429,99,57,32,132,29,167,28,18,72,41,73,32
435,113,66,30,128,29,104,43,14,48,66,90,29
436,25,7,6,50,15,65,11,3,30,12,34,4
437,37,23,29,82,15,117,16,8,65,22,45,18
447,43,21,4,42,16,48,9,5,30,24,42,18
450,92,64,50,186,34,237,19,26,119,41,88,41
451,17,7,8,26,10,38,5,11,17,5,29,6
452,46,28,22,64,10,88,6,10,43,21,33,26
455,57,29,10,39,15,99,10,9,44,29,45,19
456,48,20,10,60,21,95,13,12,40,22,41,16
457,72,41,17,87,15,116,14,6,55,43,49,25
458,29,11,9,39,18,98,5,11,28,15,37,18
462,9,4,3,7,4,16,3,3,6,3,13,4
472,101,63,37,79,15,60,21,7,38,56,64,16
474,54,34,16,83,24,166,11,21,66,30,61,35
478,21,6,5,48,9,41,5,4,22,9,24,5
479,75,45,15,53,9,66,10,8,40,38,51,29
486,33,16,4,49,21,92,3,10,33,17,49,13
487,84,36,18,65,21,84,5,8,46,32,63,18
488,44,25,10,35,9,71,6,9,33,20,35,24
489,28,11,12,27,12,38,10,14,14,11,32,6
493,55,23,7,37,13,46,6,7,15,31,38,17
495,71,46,28,65,15,56,28,6,32,40,41,18
496,32,24,21,28,6,52,9,7,22,25,30,12
497,107,52,29,107,21,55,22,9,45,52,61,14
498,29,14,4,32,16,70,8,8,24,24,37,14
499,21,15,5,27,12,47,3,8,17,10,18,19
500,41,27,12,78,11,108,10,6,65,29,40,16
503,30,14,6,44,14,86,6,8,51,10,29,18
504,42,23,29,78,15,104,24,7,39,24,51,17
505,44,25,22,26,7,45,3,3,26,19,26,16
506,77,42,26,78,20,70,7,19,50,32,60,16
507,30,13,3,11,4,13,5,7,9,12,28,7
514,43,23,9,78,12,83,7,11,47,25,29,23
521,68,37,9,47,15,37,6,7,23,34,46,15
524,58,40,15,88,26,130,12,19,63,31,60,32
527,24,11,5,29,11,78,7,11,26,15,26,19
532,81,45,24,82,25,95,12,11,40,32,62,17
533,65,36,15,83,14,112,4,14,59,31,61,30
534,21,12,5,29,5,23,3,5,8,8,29,5
537,77,44,24,130,38,251,24,25,89,43,84,39
543,57,27,8,52,17,83,6,10,41,22,48,20
545,81,50,19,47,8,34,15,3,25,36,33,20
548,50,21,4,21,22,67,10,13,20,24,67,13
551,103,40,8,86,33,128,21,18,57,41,96,27
560,26,15,4,31,7,39,5,4,17,21,22,11
561,75,39,24,101,28,155,21,16,64,40,66,37
566,40,21,9,45,12,66,4,6,31,17,27,20
567,26,14,3,33,18,72,4,15,26,24,36,21
577,53,35,25,64,12,64,13,6,38,22,42,16
587,25,9,9,26,8,37,9,15,16,11,33,7
588,53,40,30,82,10,95,11,5,58,25,32,15
592,75,36,20,100,36,162,17,24,58,33,83,22
593,31,15,8,54,6,73,4,4,55,9,29,16
601,37,29,23,41,9,59,14,6,19,27,24,12
606,69,36,25,70,24,83,15,7,40,34,51,23
608,19,6,7,39,11,103,5,8,43,5,31,15
610,16,8,8,15,5,35,3,3,21,11,23,8
618,51,28,25,55,15,108,9,7,53,19,42,20
621,72,31,28,74,10,32,9,5,24,28,32,13
622,77,45,21,74,16,65,8,9,41,44,44,17
624,35,13,4,47,14,63,4,10,28,16,36,12
625,34,19,6,39,4,39,3,10,27,18,25,16
629,31,12,3,25,18,66,4,8,24,11,30,13
632,41,22,12,32,9,47,6,3,28,16,29,13
642,65,60,76,141,10,90,13,5,54,29,35,17
643,60,26,13,74,23,61,15,8,36,22,51,16
648,98,56,25,114,14,67,35,11,42,50,58,26
650,89,58,28,87,19,102,25,12,47,53,59,33
653,88,42,15,90,23,103,17,14,38,44,66,27
655,86,36,11,167,56,410,19,34,123,41,126,42
660,91,51,26,78,14,56,17,9,31,51,47,16
663,36,13,6,38,17,72,8,11,26,14,48,14
665,38,15,11,45,13,55,6,5,33,20,27,16
666,47,28,5,73,23,103,9,18,41,30,60,28
668,15,14,3,13,6,16,3,6,7,8,14,4
676,27,13,7,27,4,26,3,4,14,10,22,14
677,11,8,6,15,4,18,4,3,8,6,12,4
682,124,53,21,136,37,137,20,14,61,42,89,29
683,16,7,5,12,15,42,4,10,12,6,26,8
686,17,7,4,14,11,36,3,5,10,9,15,14
693,48,21,5,16,14,81,5,9,19,20,46,19
694,34,24,8,36,8,68,6,8,32,23,26,25
697,37,10,6,24,10,37,7,9,19,14,38,9
699,34,23,20,36,13,56,5,14,28,17,44,9
707,10,9,6,80,11,145,4,13,59,3,18,17
710,22,9,9,11,15,40,4,9,15,11,21,9
711,34,24,20,75,5,108,8,3,67,19,18,20
715,65,28,6,56,17,47,9,3,32,33,44,16
716,54,40,26,86,13,101,9,15,58,25,38,33
721,40,22,11,46,12,85,5,13,37,21,31,18
724,17,8,5,20,9,34,6,8,17,5,25,7
727,132,66,23,104,25,82,26,11,59,55,69,25
738,66,38,13,44,7,42,6,6,19,46,34,20
741,31,15,4,40,8,39,4,3,33,12,27,11
747,37,26,30,105,23,132,9,17,47,24,44,27
748,31,16,5,30,4,47,4,5,25,20,19,20
749,105,67,33,89,21,94,14,12,45,46,64,30
751,44,24,15,68,10,55,3,11,41,22,39,7
752,12,6,3,17,7,36,4,8,10,6,24,5
756,37,24,26,29,5,29,4,3,21,23,30,7
757,92,45,10,27,13,42,11,7,23,47,61,21
758,96,46,13,113,29,123,23,24,58,50,84,21
766,37,25,14,55,10,68,16,7,33,21,19,18
773,44,21,5,57,17,61,13,6,24,29,27,10
774,83,46,10,62,17,69,28,6,29,42,49,22
776,21,13,7,19,6,30,31,6,16,18,21,9
782,46,23,17,70,24,92,10,15,41,16,53,12
786,34,20,14,31,5,49,4,4,31,18,14,16
787,12,4,3,12,5,26,4,7,15,3,18,6
788,83,43,12,45,24,105,14,11,32,35,69,33
790,72,33,12,103,10,64,13,5,49,37,43,19
795,49,36,17,76,11,31,17,4,21,33,29,10
796,104,54,31,110,21,129,20,24,87,44,83,23
798,53,56,51,110,10,59,6,13,58,25,28,11
802,19,7,3,8,6,17,34,7,5,15,25,5
804,101,63,33,105,23,96,31,14,47,56,72,31
805,75,46,32,95,18,83,22,9,41,38,58,16
806,45,24,4,44,18,54,6,6,27,21,26,17
807,88,68,52,49,9,47,3,6,28,39,37,20
815,45,31,28,46,4,70,13,10,30,34,28,22
823,47,24,19,65,16,68,7,9,38,29,40,19
825,48,23,5,38,14,50,6,5,23,20,49,11
835,17,9,7,17,6,61,7,6,18,10,16,9
840,32,24,12,54,13,85,9,15,38,22,34,24
843,60,43,25,39,9,63,37,5,22,49,39,24
846,88,56,35,132,28,161,25,15,78,43,59,36
847,31,20,20,57,6,39,11,5,27,29,24,13
848,29,28,15,50,5,58,5,11,33,19,20,22
851,66,28,14,55,27,69,11,10,27,22,68,17
853,11,5,3,6,7,16,3,8,5,5,19,6
854,42,24,6,56,19,105,7,19,42,27,52,18
862,54,37,10,36,13,61,14,8,24,33,40,23
863,16,5,3,23,13,46,7,13,21,7,34,5
864,80,49,36,95,20,109,19,13,45,38,67,23
868,65,41,24,73,13,59,15,5,35,40,37,19
870,43,17,5,88,25,124,10,19,57,18,72,27
875,18,7,5,22,10,50,3,8,19,14,24,12
880,117,51,27,154,43,109,16,16,50,45,88,22
881,68,55,43,83,15,78,13,9,45,36,51,28
882,42,26,27,45,3,42,8,5,26,25,25,14
883,53,27,7,97,24,124,8,15,75,25,52,20
886,80,34,11,84,25,91,12,5,41,31,56,22
889,85,41,12,117,33,125,8,18,57,37,72,31
890,29,23,10,30,4,42,17,6,17,26,16,20
892,64,45,35,69,19,69,8,10,43,32,38,24
896,117,54,22,91,31,138,26,24,57,52,81,36
897,57,35,26,56,12,55,14,6,32,28,40,20
899,48,25,7,40,6,48,3,6,32,21,30,20
901,37,30,24,56,4,28,4,3,27,25,17,13
903,25,10,3,35,20,67,6,7,13,12,29,14
907,27,15,7,45,9,70,5,9,40,10,32,15
908,16,6,3,20,8,29,6,7,17,11,25,11
912,6,8,5,16,5,22,3,4,13,6,6,6
913,32,20,13,35,11,53,8,4,21,27,28,14
916,86,46,9,95,24,134,12,8,64,43,74,31
919,38,22,24,61,14,108,12,14,46,21,51,15
922,45,29,12,47,7,31,10,3,28,31,19,13
927,34,25,27,57,6,21,3,3,24,20,19,4
932,48,39,11,64,10,92,16,15,35,32,37,24
933,71,30,6,71,18,54,15,4,23,34,33,20
934,38,25,15,63,9,68,7,8,36,27,21,15
936,27,13,4,48,13,68,3,7,31,14,28,5
938,35,17,11,40,6,32,4,5,21,15,32,8
940,23,12,5,42,7,48,4,3,24,19,20,15
943,64,35,9,56,18,57,14,3,33,22,35,15
